case,grader,radius_um,cc_id,area_px,area_mm2
abe 20260225,g1,20,17,5,0.00022222222
abe 20260225,g1,20,20,14,0.00062222222
abe 20260225,g1,20,21,27,0.0012
abe 20260225,g1,20,23,5,0.00022222222
abe 20260225,g1,20,25,16,0.00071111111
abe 20260225,g1,20,26,4,0.00017777778
abe 20260225,g1,20,33,2,8.8888889e-05
abe 20260225,g1,20,35,8,0.00035555556
abe 20260225,g1,20,44,10,0.00044444444
abe 20260225,g1,20,49,10,0.00044444444
abe 20260225,g1,20,53,4,0.00017777778
abe 20260225,g1,20,56,13,0.00057777778
abe 20260225,g1,20,62,9,0.0004
abe 20260225,g1,20,65,9,0.0004
abe 20260225,g1,20,66,7,0.00031111111
abe 20260225,g1,20,72,2,8.8888889e-05
abe 20260225,g1,20,76,5,0.00022222222
abe 20260225,g1,20,79,1,4.4444444e-05
abe 20260225,g1,20,84,5,0.00022222222
abe 20260225,g1,20,92,13,0.00057777778
abe 20260225,g1,20,98,7,0.00031111111
abe 20260225,g1,20,105,16,0.00071111111
abe 20260225,g1,20,111,4,0.00017777778
abe 20260225,g1,20,113,11,0.00048888889
abe 20260225,g1,20,114,1,4.4444444e-05
abe 20260225,g1,20,115,2,8.8888889e-05
abe 20260225,g1,20,121,2,8.8888889e-05
abe 20260225,g1,20,122,5,0.00022222222
abe 20260225,g1,20,127,1,4.4444444e-05
abe 20260225,g1,20,128,34,0.0015111111
abe 20260225,g1,20,132,7,0.00031111111
abe 20260225,g1,20,136,1,4.4444444e-05
abe 20260225,g1,20,137,1,4.4444444e-05
abe 20260225,g1,20,140,4,0.00017777778
abe 20260225,g1,20,142,1,4.4444444e-05
abe 20260225,g1,20,146,2,8.8888889e-05
abe 20260225,g1,20,147,7,0.00031111111
abe 20260225,g1,20,154,11,0.00048888889
abe 20260225,g1,20,157,4,0.00017777778
abe 20260225,g1,20,160,8,0.00035555556
abe 20260225,g1,20,162,1,4.4444444e-05
abe 20260225,g1,20,164,9,0.0004
abe 20260225,g1,20,167,39,0.0017333333
abe 20260225,g1,20,168,16,0.00071111111
abe 20260225,g1,20,169,13,0.00057777778
abe 20260225,g1,20,174,5,0.00022222222
abe 20260225,g1,20,175,15,0.00066666667
abe 20260225,g1,20,176,19,0.00084444444
abe 20260225,g1,20,183,3,0.00013333333
abe 20260225,g1,20,184,1,4.4444444e-05
abe 20260225,g1,20,185,10,0.00044444444
abe 20260225,g1,20,187,5,0.00022222222
abe 20260225,g1,20,198,7,0.00031111111
abe 20260225,g1,20,213,4,0.00017777778
abe 20260225,g1,20,218,9,0.0004
abe 20260225,g1,20,219,6,0.00026666667
abe 20260225,g1,20,231,5,0.00022222222
abe 20260225,g1,20,233,1,4.4444444e-05
abe 20260225,g1,20,272,5,0.00022222222
abe 20260225,g1,20,279,8,0.00035555556
abe 20260225,g1,20,281,2,8.8888889e-05
abe 20260225,g1,20,288,4,0.00017777778
abe 20260225,g1,20,291,6,0.00026666667
abe 20260225,g1,20,296,1,4.4444444e-05
abe 20260225,g1,20,306,2,8.8888889e-05
abe 20260225,g1,20,314,1,4.4444444e-05
abe 20260225,g1,20,315,24,0.0010666667
abe 20260225,g1,20,318,6,0.00026666667
abe 20260225,g1,20,324,1,4.4444444e-05
abe 20260225,g1,20,333,1,4.4444444e-05
abe 20260225,g1,20,335,1,4.4444444e-05
abe 20260225,g1,20,336,1,4.4444444e-05
abe 20260225,g1,20,344,2,8.8888889e-05
abe 20260225,g1,20,347,8,0.00035555556
abe 20260225,g1,20,352,5,0.00022222222
abe 20260225,g1,20,354,14,0.00062222222
abe 20260225,g1,20,355,2,8.8888889e-05
abe 20260225,g1,20,356,12,0.00053333333
abe 20260225,g1,20,359,7,0.00031111111
abe 20260225,g1,20,360,5,0.00022222222
abe 20260225,g1,20,362,4,0.00017777778
abe 20260225,g1,20,367,7,0.00031111111
abe 20260225,g1,20,369,1,4.4444444e-05
abe 20260225,g1,20,372,1,4.4444444e-05
abe 20260225,g1,20,379,9,0.0004
abe 20260225,g1,20,383,4,0.00017777778
abe 20260225,g1,20,385,1,4.4444444e-05
abe 20260225,g1,20,388,21,0.00093333333
abe 20260225,g1,20,393,3,0.00013333333
abe 20260225,g1,20,394,5,0.00022222222
abe 20260225,g1,20,401,1,4.4444444e-05
abe 20260225,g1,20,402,4,0.00017777778
abe 20260225,g1,20,431,1,4.4444444e-05
abe 20260225,g1,20,442,13,0.00057777778
abe 20260225,g1,20,447,3,0.00013333333
abe 20260225,g1,20,477,6,0.00026666667
abe 20260225,g1,20,500,2,8.8888889e-05
abe 20260225,g1,20,505,16,0.00071111111
abe 20260225,g1,20,509,7,0.00031111111
abe 20260225,g2,20,1,19,0.00084444444
abe 20260225,g2,20,2,8,0.00035555556
abe 20260225,g2,20,4,17,0.00075555556
abe 20260225,g2,20,7,17,0.00075555556
abe 20260225,g2,20,9,8,0.00035555556
abe 20260225,g2,20,10,19,0.00084444444
abe 20260225,g2,20,11,5,0.00022222222
abe 20260225,g2,20,13,9,0.0004
abe 20260225,g2,20,14,29,0.0012888889
abe 20260225,g2,20,15,30,0.0013333333
abe 20260225,g2,20,17,22,0.00097777778
abe 20260225,g2,20,18,32,0.0014222222
abe 20260225,g2,20,19,13,0.00057777778
abe 20260225,g2,20,22,17,0.00075555556
abe 20260225,g2,20,33,16,0.00071111111
abe 20260225,g2,20,43,14,0.00062222222
abe 20260225,g2,20,44,10,0.00044444444
abe 20260225,g2,20,45,10,0.00044444444
abe 20260225,g2,20,46,19,0.00084444444
abe 20260225,g2,20,52,2,8.8888889e-05
abe 20260225,g2,20,65,21,0.00093333333
abe 20260225,g2,20,66,10,0.00044444444
abe 20260225,g2,20,76,15,0.00066666667
abe 20260225,g2,20,102,1,4.4444444e-05
abe 20260225,g2,20,127,23,0.0010222222
abe 20260225,g2,20,142,15,0.00066666667
abe 20260225,g2,20,148,13,0.00057777778
abe 20260225,g2,20,155,10,0.00044444444
abe 20260225,g2,20,157,11,0.00048888889
abe 20260225,g2,20,160,6,0.00026666667
abe 20260225,g2,20,166,11,0.00048888889
abe 20260225,g2,20,174,6,0.00026666667
abe 20260225,g2,20,178,40,0.0017777778
abe 20260225,g2,20,190,1,4.4444444e-05
abe 20260225,g2,20,202,15,0.00066666667
abe 20260225,g2,20,205,9,0.0004
abe 20260225,g2,20,210,17,0.00075555556
abe 20260225,g2,20,213,17,0.00075555556
abe 20260225,g1,30,10,4,0.00017777778
abe 20260225,g1,30,11,10,0.00044444444
abe 20260225,g1,30,16,1,4.4444444e-05
abe 20260225,g1,30,18,6,0.00026666667
abe 20260225,g1,30,20,21,0.00093333333
abe 20260225,g1,30,22,44,0.0019555556
abe 20260225,g1,30,25,5,0.00022222222
abe 20260225,g1,30,26,16,0.00071111111
abe 20260225,g1,30,27,4,0.00017777778
abe 20260225,g1,30,34,2,8.8888889e-05
abe 20260225,g1,30,36,8,0.00035555556
abe 20260225,g1,30,44,28,0.0012444444
abe 20260225,g1,30,51,10,0.00044444444
abe 20260225,g1,30,54,5,0.00022222222
abe 20260225,g1,30,57,18,0.0008
abe 20260225,g1,30,62,9,0.0004
abe 20260225,g1,30,67,31,0.0013777778
abe 20260225,g1,30,73,4,0.00017777778
abe 20260225,g1,30,74,2,8.8888889e-05
abe 20260225,g1,30,77,6,0.00026666667
abe 20260225,g1,30,80,1,4.4444444e-05
abe 20260225,g1,30,85,6,0.00026666667
abe 20260225,g1,30,93,18,0.0008
abe 20260225,g1,30,98,8,0.00035555556
abe 20260225,g1,30,106,27,0.0012
abe 20260225,g1,30,112,4,0.00017777778
abe 20260225,g1,30,114,11,0.00048888889
abe 20260225,g1,30,115,1,4.4444444e-05
abe 20260225,g1,30,116,2,8.8888889e-05
abe 20260225,g1,30,122,2,8.8888889e-05
abe 20260225,g1,30,123,7,0.00031111111
abe 20260225,g1,30,128,48,0.0021333333
abe 20260225,g1,30,132,8,0.00035555556
abe 20260225,g1,30,136,1,4.4444444e-05
abe 20260225,g1,30,138,1,4.4444444e-05
abe 20260225,g1,30,141,4,0.00017777778
abe 20260225,g1,30,142,1,4.4444444e-05
abe 20260225,g1,30,146,2,8.8888889e-05
abe 20260225,g1,30,147,7,0.00031111111
abe 20260225,g1,30,151,1,4.4444444e-05
abe 20260225,g1,30,154,12,0.00053333333
abe 20260225,g1,30,157,4,0.00017777778
abe 20260225,g1,30,158,12,0.00053333333
abe 20260225,g1,30,161,17,0.00075555556
abe 20260225,g1,30,163,1,4.4444444e-05
abe 20260225,g1,30,164,2,8.8888889e-05
abe 20260225,g1,30,166,41,0.0018222222
abe 20260225,g1,30,170,16,0.00071111111
abe 20260225,g1,30,171,29,0.0012888889
abe 20260225,g1,30,172,7,0.00031111111
abe 20260225,g1,30,174,30,0.0013333333
abe 20260225,g1,30,177,20,0.00088888889
abe 20260225,g1,30,184,6,0.00026666667
abe 20260225,g1,30,186,1,4.4444444e-05
abe 20260225,g1,30,187,14,0.00062222222
abe 20260225,g1,30,188,5,0.00022222222
abe 20260225,g1,30,199,7,0.00031111111
abe 20260225,g1,30,214,4,0.00017777778
abe 20260225,g1,30,219,9,0.0004
abe 20260225,g1,30,220,6,0.00026666667
abe 20260225,g1,30,232,5,0.00022222222
abe 20260225,g1,30,234,1,4.4444444e-05
abe 20260225,g1,30,258,1,4.4444444e-05
abe 20260225,g1,30,280,9,0.0004
abe 20260225,g1,30,282,2,8.8888889e-05
abe 20260225,g1,30,289,4,0.00017777778
abe 20260225,g1,30,292,6,0.00026666667
abe 20260225,g1,30,297,1,4.4444444e-05
abe 20260225,g1,30,307,2,8.8888889e-05
abe 20260225,g1,30,315,1,4.4444444e-05
abe 20260225,g1,30,316,32,0.0014222222
abe 20260225,g1,30,319,6,0.00026666667
abe 20260225,g1,30,325,1,4.4444444e-05
abe 20260225,g1,30,334,1,4.4444444e-05
abe 20260225,g1,30,336,1,4.4444444e-05
abe 20260225,g1,30,337,1,4.4444444e-05
abe 20260225,g1,30,343,12,0.00053333333
abe 20260225,g1,30,346,2,8.8888889e-05
abe 20260225,g1,30,347,24,0.0010666667
abe 20260225,g1,30,354,17,0.00075555556
abe 20260225,g1,30,355,5,0.00022222222
abe 20260225,g1,30,357,2,8.8888889e-05
abe 20260225,g1,30,358,21,0.00093333333
abe 20260225,g1,30,361,7,0.00031111111
abe 20260225,g1,30,362,5,0.00022222222
abe 20260225,g1,30,364,4,0.00017777778
abe 20260225,g1,30,369,7,0.00031111111
abe 20260225,g1,30,371,1,4.4444444e-05
abe 20260225,g1,30,373,1,4.4444444e-05
abe 20260225,g1,30,380,9,0.0004
abe 20260225,g1,30,384,4,0.00017777778
abe 20260225,g1,30,386,49,0.0021777778
abe 20260225,g1,30,387,3,0.00013333333
abe 20260225,g1,30,394,3,0.00013333333
abe 20260225,g1,30,395,5,0.00022222222
abe 20260225,g1,30,402,1,4.4444444e-05
abe 20260225,g1,30,403,4,0.00017777778
abe 20260225,g1,30,410,1,4.4444444e-05
abe 20260225,g1,30,433,1,4.4444444e-05
abe 20260225,g1,30,439,32,0.0014222222
abe 20260225,g1,30,449,3,0.00013333333
abe 20260225,g1,30,452,4,0.00017777778
abe 20260225,g1,30,465,4,0.00017777778
abe 20260225,g1,30,481,6,0.00026666667
abe 20260225,g1,30,500,13,0.00057777778
abe 20260225,g1,30,505,2,8.8888889e-05
abe 20260225,g1,30,510,31,0.0013777778
abe 20260225,g1,30,514,7,0.00031111111
abe 20260225,g1,30,516,5,0.00022222222
abe 20260225,g1,30,517,4,0.00017777778
abe 20260225,g2,30,1,30,0.0013333333
abe 20260225,g2,30,2,21,0.00093333333
abe 20260225,g2,30,6,29,0.0012888889
abe 20260225,g2,30,8,12,0.00053333333
abe 20260225,g2,30,9,24,0.0010666667
abe 20260225,g2,30,10,5,0.00022222222
abe 20260225,g2,30,11,13,0.00057777778
abe 20260225,g2,30,13,52,0.0023111111
abe 20260225,g2,30,15,44,0.0019555556
abe 20260225,g2,30,16,75,0.0033333333
abe 20260225,g2,30,17,38,0.0016888889
abe 20260225,g2,30,18,50,0.0022222222
abe 20260225,g2,30,19,7,0.00031111111
abe 20260225,g2,30,22,1,4.4444444e-05
abe 20260225,g2,30,27,9,0.0004
abe 20260225,g2,30,32,2,8.8888889e-05
abe 20260225,g2,30,34,29,0.0012888889
abe 20260225,g2,30,43,1,4.4444444e-05
abe 20260225,g2,30,45,21,0.00093333333
abe 20260225,g2,30,46,1,4.4444444e-05
abe 20260225,g2,30,48,3,0.00013333333
abe 20260225,g2,30,50,13,0.00057777778
abe 20260225,g2,30,64,19,0.00084444444
abe 20260225,g2,30,65,27,0.0012
abe 20260225,g2,30,117,44,0.0019555556
abe 20260225,g2,30,134,3,0.00013333333
abe 20260225,g2,30,138,10,0.00044444444
abe 20260225,g2,30,139,13,0.00057777778
abe 20260225,g2,30,146,15,0.00066666667
abe 20260225,g2,30,151,5,0.00022222222
abe 20260225,g2,30,158,5,0.00022222222
abe 20260225,g2,30,165,4,0.00017777778
abe 20260225,g2,30,170,1,4.4444444e-05
abe 20260225,g2,30,180,10,0.00044444444
abe 20260225,g2,30,181,23,0.0010222222
abe 20260225,g2,30,185,26,0.0011555556
abe 20260225,g2,30,190,39,0.0017333333
abe 20260225,g2,30,192,7,0.00031111111
abe 20260225,g2,30,217,7,0.00031111111
abe 20260225,g1,50,3,6,0.00026666667
abe 20260225,g1,50,9,5,0.00022222222
abe 20260225,g1,50,13,1,4.4444444e-05
abe 20260225,g1,50,15,7,0.00031111111
abe 20260225,g1,50,17,23,0.0010222222
abe 20260225,g1,50,21,6,0.00026666667
abe 20260225,g1,50,22,5,0.00022222222
abe 20260225,g1,50,23,18,0.0008
abe 20260225,g1,50,27,2,8.8888889e-05
abe 20260225,g1,50,31,10,0.00044444444
abe 20260225,g1,50,33,3,0.00013333333
abe 20260225,g1,50,34,14,0.00062222222
abe 20260225,g1,50,35,9,0.0004
abe 20260225,g1,50,42,42,0.0018666667
abe 20260225,g1,50,50,6,0.00026666667
abe 20260225,g1,50,51,1,4.4444444e-05
abe 20260225,g1,50,54,22,0.00097777778
abe 20260225,g1,50,57,10,0.00044444444
abe 20260225,g1,50,66,6,0.00026666667
abe 20260225,g1,50,70,6,0.00026666667
abe 20260225,g1,50,71,3,0.00013333333
abe 20260225,g1,50,78,8,0.00035555556
abe 20260225,g1,50,83,4,0.00017777778
abe 20260225,g1,50,87,21,0.00093333333
abe 20260225,g1,50,94,1,4.4444444e-05
abe 20260225,g1,50,100,38,0.0016888889
abe 20260225,g1,50,105,4,0.00017777778
abe 20260225,g1,50,113,3,0.00013333333
abe 20260225,g1,50,115,2,8.8888889e-05
abe 20260225,g1,50,116,9,0.0004
abe 20260225,g1,50,120,60,0.0026666667
abe 20260225,g1,50,127,2,8.8888889e-05
abe 20260225,g1,50,130,5,0.00022222222
abe 20260225,g1,50,131,2,8.8888889e-05
abe 20260225,g1,50,132,2,8.8888889e-05
abe 20260225,g1,50,133,2,8.8888889e-05
abe 20260225,g1,50,138,5,0.00022222222
abe 20260225,g1,50,139,3,0.00013333333
abe 20260225,g1,50,140,9,0.0004
abe 20260225,g1,50,144,3,0.00013333333
abe 20260225,g1,50,145,19,0.00084444444
abe 20260225,g1,50,147,4,0.00017777778
abe 20260225,g1,50,149,8,0.00035555556
abe 20260225,g1,50,152,4,0.00017777778
abe 20260225,g1,50,153,17,0.00075555556
abe 20260225,g1,50,154,3,0.00013333333
abe 20260225,g1,50,158,18,0.0008
abe 20260225,g1,50,159,8,0.00035555556
abe 20260225,g1,50,160,55,0.0024444444
abe 20260225,g1,50,162,6,0.00026666667
abe 20260225,g1,50,165,39,0.0017333333
abe 20260225,g1,50,168,41,0.0018222222
abe 20260225,g1,50,169,20,0.00088888889
abe 20260225,g1,50,170,10,0.00044444444
abe 20260225,g1,50,172,21,0.00093333333
abe 20260225,g1,50,181,6,0.00026666667
abe 20260225,g1,50,184,4,0.00017777778
abe 20260225,g1,50,185,20,0.00088888889
abe 20260225,g1,50,186,5,0.00022222222
abe 20260225,g1,50,187,1,4.4444444e-05
abe 20260225,g1,50,197,9,0.0004
abe 20260225,g1,50,211,3,0.00013333333
abe 20260225,g1,50,212,5,0.00022222222
abe 20260225,g1,50,217,9,0.0004
abe 20260225,g1,50,218,7,0.00031111111
abe 20260225,g1,50,226,1,4.4444444e-05
abe 20260225,g1,50,231,7,0.00031111111
abe 20260225,g1,50,232,1,4.4444444e-05
abe 20260225,g1,50,234,1,4.4444444e-05
abe 20260225,g1,50,237,13,0.00057777778
abe 20260225,g1,50,256,3,0.00013333333
abe 20260225,g1,50,258,1,4.4444444e-05
abe 20260225,g1,50,267,28,0.0012444444
abe 20260225,g1,50,280,11,0.00048888889
abe 20260225,g1,50,282,2,8.8888889e-05
abe 20260225,g1,50,290,7,0.00031111111
abe 20260225,g1,50,292,9,0.0004
abe 20260225,g1,50,297,1,4.4444444e-05
abe 20260225,g1,50,306,3,0.00013333333
abe 20260225,g1,50,313,14,0.00062222222
abe 20260225,g1,50,315,2,8.8888889e-05
abe 20260225,g1,50,318,49,0.0021777778
abe 20260225,g1,50,321,7,0.00031111111
abe 20260225,g1,50,325,1,4.4444444e-05
abe 20260225,g1,50,336,29,0.0012888889
abe 20260225,g1,50,337,5,0.00022222222
abe 20260225,g1,50,345,44,0.0019555556
abe 20260225,g1,50,346,3,0.00013333333
abe 20260225,g1,50,349,1,4.4444444e-05
abe 20260225,g1,50,350,6,0.00026666667
abe 20260225,g1,50,354,18,0.0008
abe 20260225,g1,50,356,2,8.8888889e-05
abe 20260225,g1,50,358,41,0.0018222222
abe 20260225,g1,50,362,3,0.00013333333
abe 20260225,g1,50,363,7,0.00031111111
abe 20260225,g1,50,364,6,0.00026666667
abe 20260225,g1,50,365,5,0.00022222222
abe 20260225,g1,50,370,8,0.00035555556
abe 20260225,g1,50,373,2,8.8888889e-05
abe 20260225,g1,50,374,1,4.4444444e-05
abe 20260225,g1,50,379,1,4.4444444e-05
abe 20260225,g1,50,381,8,0.00035555556
abe 20260225,g1,50,382,24,0.0010666667
abe 20260225,g1,50,387,8,0.00035555556
abe 20260225,g1,50,389,5,0.00022222222
abe 20260225,g1,50,392,4,0.00017777778
abe 20260225,g1,50,396,1,4.4444444e-05
abe 20260225,g1,50,397,5,0.00022222222
abe 20260225,g1,50,403,8,0.00035555556
abe 20260225,g1,50,406,112,0.0049777778
abe 20260225,g1,50,411,1,4.4444444e-05
abe 20260225,g1,50,434,1,4.4444444e-05
abe 20260225,g1,50,449,4,0.00017777778
abe 20260225,g1,50,458,24,0.0010666667
abe 20260225,g1,50,478,7,0.00031111111
abe 20260225,g1,50,498,36,0.0016
abe 20260225,g1,50,503,3,0.00013333333
abe 20260225,g1,50,506,10,0.00044444444
abe 20260225,g1,50,507,2,8.8888889e-05
abe 20260225,g1,50,513,8,0.00035555556
abe 20260225,g1,50,515,23,0.0010222222
abe 20260225,g1,50,516,8,0.00035555556
abe 20260225,g1,50,517,3,0.00013333333
abe 20260225,g1,50,518,2,8.8888889e-05
abe 20260225,g2,50,1,57,0.0025333333
abe 20260225,g2,50,2,28,0.0012444444
abe 20260225,g2,50,5,2,8.8888889e-05
abe 20260225,g2,50,7,10,0.00044444444
abe 20260225,g2,50,8,39,0.0017333333
abe 20260225,g2,50,9,4,0.00017777778
abe 20260225,g2,50,10,2,8.8888889e-05
abe 20260225,g2,50,12,13,0.00057777778
abe 20260225,g2,50,13,4,0.00017777778
abe 20260225,g2,50,14,28,0.0012444444
abe 20260225,g2,50,15,1,4.4444444e-05
abe 20260225,g2,50,16,6,0.00026666667
abe 20260225,g2,50,17,14,0.00062222222
abe 20260225,g2,50,19,34,0.0015111111
abe 20260225,g2,50,20,84,0.0037333333
abe 20260225,g2,50,21,59,0.0026222222
abe 20260225,g2,50,23,59,0.0026222222
abe 20260225,g2,50,24,56,0.0024888889
abe 20260225,g2,50,25,10,0.00044444444
abe 20260225,g2,50,29,4,0.00017777778
abe 20260225,g2,50,32,5,0.00022222222
abe 20260225,g2,50,33,31,0.0013777778
abe 20260225,g2,50,35,6,0.00026666667
abe 20260225,g2,50,38,6,0.00026666667
abe 20260225,g2,50,40,41,0.0018222222
abe 20260225,g2,50,44,1,4.4444444e-05
abe 20260225,g2,50,45,4,0.00017777778
abe 20260225,g2,50,47,10,0.00044444444
abe 20260225,g2,50,48,11,0.00048888889
abe 20260225,g2,50,49,16,0.00071111111
abe 20260225,g2,50,51,17,0.00075555556
abe 20260225,g2,50,53,11,0.00048888889
abe 20260225,g2,50,58,10,0.00044444444
abe 20260225,g2,50,59,2,8.8888889e-05
abe 20260225,g2,50,60,30,0.0013333333
abe 20260225,g2,50,65,6,0.00026666667
abe 20260225,g2,50,69,12,0.00053333333
abe 20260225,g2,50,71,1,4.4444444e-05
abe 20260225,g2,50,75,37,0.0016444444
abe 20260225,g2,50,76,24,0.0010666667
abe 20260225,g2,50,77,29,0.0012888889
abe 20260225,g2,50,80,12,0.00053333333
abe 20260225,g2,50,81,1,4.4444444e-05
abe 20260225,g2,50,86,10,0.00044444444
abe 20260225,g2,50,95,5,0.00022222222
abe 20260225,g2,50,99,17,0.00075555556
abe 20260225,g2,50,104,28,0.0012444444
abe 20260225,g2,50,122,2,8.8888889e-05
abe 20260225,g2,50,141,5,0.00022222222
abe 20260225,g2,50,147,2,8.8888889e-05
abe 20260225,g2,50,152,3,0.00013333333
abe 20260225,g2,50,157,10,0.00044444444
abe 20260225,g2,50,158,20,0.00088888889
abe 20260225,g2,50,162,11,0.00048888889
abe 20260225,g2,50,163,5,0.00022222222
abe 20260225,g2,50,168,10,0.00044444444
abe 20260225,g2,50,169,1,4.4444444e-05
abe 20260225,g2,50,170,1,4.4444444e-05
abe 20260225,g2,50,172,5,0.00022222222
abe 20260225,g2,50,176,10,0.00044444444
abe 20260225,g2,50,178,10,0.00044444444
abe 20260225,g2,50,179,4,0.00017777778
abe 20260225,g2,50,180,1,4.4444444e-05
abe 20260225,g2,50,182,1,4.4444444e-05
abe 20260225,g2,50,184,6,0.00026666667
abe 20260225,g2,50,188,4,0.00017777778
abe 20260225,g2,50,191,6,0.00026666667
abe 20260225,g2,50,193,3,0.00013333333
abe 20260225,g2,50,194,1,4.4444444e-05
abe 20260225,g2,50,195,1,4.4444444e-05
abe 20260225,g2,50,197,9,0.0004
abe 20260225,g2,50,198,24,0.0010666667
abe 20260225,g2,50,201,7,0.00031111111
abe 20260225,g2,50,204,1,4.4444444e-05
abe 20260225,g2,50,211,3,0.00013333333
abe 20260225,g2,50,215,38,0.0016888889
abe 20260225,g2,50,220,64,0.0028444444
abe 20260225,g2,50,233,1,4.4444444e-05
abe 20260225,g2,50,242,25,0.0011111111
abe 20260225,g2,50,243,6,0.00026666667
abe 20260225,g2,50,244,57,0.0025333333
asai 20230314,g1,5,1,2,8.8888889e-05
asai 20230314,g1,5,12,5,0.00022222222
asai 20230314,g1,5,81,2,8.8888889e-05
asai 20230314,g1,5,98,1,4.4444444e-05
asai 20230314,g1,5,124,1,4.4444444e-05
asai 20230314,g1,5,143,2,8.8888889e-05
asai 20230314,g2,5,9,3,0.00013333333
asai 20230314,g2,5,17,1,4.4444444e-05
asai 20230314,g2,5,26,1,4.4444444e-05
asai 20230314,g2,5,41,3,0.00013333333
asai 20230314,g2,5,43,1,4.4444444e-05
asai 20230314,g2,5,52,1,4.4444444e-05
asai 20230314,g2,5,78,1,4.4444444e-05
asai 20230314,g2,5,81,1,4.4444444e-05
asai 20230314,g2,5,85,1,4.4444444e-05
asai 20230314,g2,5,86,1,4.4444444e-05
asai 20230314,g2,5,97,1,4.4444444e-05
asai 20230314,g2,5,113,2,8.8888889e-05
asai 20230314,g2,5,160,2,8.8888889e-05
asai 20230314,g2,5,161,1,4.4444444e-05
asai 20230314,g2,5,166,1,4.4444444e-05
asai 20230314,g2,5,181,2,8.8888889e-05
asai 20230314,g2,5,188,1,4.4444444e-05
asai 20230314,g2,5,189,2,8.8888889e-05
asai 20230314,g2,5,194,4,0.00017777778
asai 20230314,g2,5,199,1,4.4444444e-05
asai 20230314,g1,10,1,3,0.00013333333
asai 20230314,g1,10,2,9,0.0004
asai 20230314,g1,10,3,1,4.4444444e-05
asai 20230314,g1,10,4,2,8.8888889e-05
asai 20230314,g1,10,5,2,8.8888889e-05
asai 20230314,g1,10,8,1,4.4444444e-05
asai 20230314,g1,10,9,1,4.4444444e-05
asai 20230314,g1,10,10,3,0.00013333333
asai 20230314,g1,10,12,2,8.8888889e-05
asai 20230314,g1,10,21,5,0.00022222222
asai 20230314,g1,10,24,1,4.4444444e-05
asai 20230314,g1,10,89,1,4.4444444e-05
asai 20230314,g1,10,95,1,4.4444444e-05
asai 20230314,g1,10,96,5,0.00022222222
asai 20230314,g1,10,100,9,0.0004
asai 20230314,g1,10,106,3,0.00013333333
asai 20230314,g1,10,115,1,4.4444444e-05
asai 20230314,g1,10,126,1,4.4444444e-05
asai 20230314,g1,10,134,1,4.4444444e-05
asai 20230314,g1,10,141,1,4.4444444e-05
asai 20230314,g1,10,143,1,4.4444444e-05
asai 20230314,g1,10,146,1,4.4444444e-05
asai 20230314,g1,10,160,1,4.4444444e-05
asai 20230314,g1,10,169,6,0.00026666667
asai 20230314,g2,10,5,8,0.00035555556
asai 20230314,g2,10,8,5,0.00022222222
asai 20230314,g2,10,9,7,0.00031111111
asai 20230314,g2,10,10,8,0.00035555556
asai 20230314,g2,10,16,7,0.00031111111
asai 20230314,g2,10,27,10,0.00044444444
asai 20230314,g2,10,30,2,8.8888889e-05
asai 20230314,g2,10,43,3,0.00013333333
asai 20230314,g2,10,47,6,0.00026666667
asai 20230314,g2,10,50,1,4.4444444e-05
asai 20230314,g2,10,55,3,0.00013333333
asai 20230314,g2,10,61,6,0.00026666667
asai 20230314,g2,10,71,5,0.00022222222
asai 20230314,g2,10,72,4,0.00017777778
asai 20230314,g2,10,74,3,0.00013333333
asai 20230314,g2,10,76,8,0.00035555556
asai 20230314,g2,10,77,3,0.00013333333
asai 20230314,g2,10,81,4,0.00017777778
asai 20230314,g2,10,84,5,0.00022222222
asai 20230314,g2,10,86,4,0.00017777778
asai 20230314,g2,10,92,11,0.00048888889
asai 20230314,g2,10,107,12,0.00053333333
asai 20230314,g2,10,111,6,0.00026666667
asai 20230314,g2,10,119,2,8.8888889e-05
asai 20230314,g2,10,121,1,4.4444444e-05
asai 20230314,g2,10,133,2,8.8888889e-05
asai 20230314,g2,10,156,3,0.00013333333
asai 20230314,g2,10,160,5,0.00022222222
asai 20230314,g2,10,162,4,0.00017777778
asai 20230314,g2,10,167,9,0.0004
asai 20230314,g2,10,169,8,0.00035555556
asai 20230314,g2,10,178,3,0.00013333333
asai 20230314,g2,10,187,1,4.4444444e-05
asai 20230314,g2,10,195,2,8.8888889e-05
asai 20230314,g2,10,196,1,4.4444444e-05
asai 20230314,g2,10,197,5,0.00022222222
asai 20230314,g2,10,203,1,4.4444444e-05
asai 20230314,g2,10,220,1,4.4444444e-05
asai 20230314,g2,10,223,1,4.4444444e-05
asai 20230314,g2,10,225,2,8.8888889e-05
asai 20230314,g2,10,226,4,0.00017777778
asai 20230314,g1,20,1,11,0.00048888889
asai 20230314,g1,20,2,9,0.0004
asai 20230314,g1,20,3,14,0.00062222222
asai 20230314,g1,20,4,4,0.00017777778
asai 20230314,g1,20,5,4,0.00017777778
asai 20230314,g1,20,8,2,8.8888889e-05
asai 20230314,g1,20,9,1,4.4444444e-05
asai 20230314,g1,20,10,2,8.8888889e-05
asai 20230314,g1,20,13,3,0.00013333333
asai 20230314,g1,20,15,2,8.8888889e-05
asai 20230314,g1,20,23,5,0.00022222222
asai 20230314,g1,20,84,4,0.00017777778
asai 20230314,g1,20,91,1,4.4444444e-05
