case,grader,radius_um,cc_id,area_px,area_mm2
abe 20250409,g1,30,468,8,0.00035555556
abe 20250409,g1,30,473,3,0.00013333333
abe 20250409,g1,30,476,2,8.8888889e-05
abe 20250409,g1,30,492,2,8.8888889e-05
abe 20250409,g1,30,501,9,0.0004
abe 20250409,g1,30,502,2,8.8888889e-05
abe 20250409,g1,30,505,69,0.0030666667
abe 20250409,g1,30,508,12,0.00053333333
abe 20250409,g1,30,511,9,0.0004
abe 20250409,g1,30,513,1,4.4444444e-05
abe 20250409,g2,30,1,21,0.00093333333
abe 20250409,g2,30,3,15,0.00066666667
abe 20250409,g2,30,11,4,0.00017777778
abe 20250409,g2,30,13,8,0.00035555556
abe 20250409,g2,30,14,27,0.0012
abe 20250409,g2,30,15,23,0.0010222222
abe 20250409,g2,30,21,11,0.00048888889
abe 20250409,g2,30,23,55,0.0024444444
abe 20250409,g2,30,24,4,0.00017777778
abe 20250409,g2,30,25,38,0.0016888889
abe 20250409,g2,30,27,16,0.00071111111
abe 20250409,g2,30,28,26,0.0011555556
abe 20250409,g2,30,29,9,0.0004
abe 20250409,g2,30,31,3,0.00013333333
abe 20250409,g2,30,35,9,0.0004
abe 20250409,g2,30,37,5,0.00022222222
abe 20250409,g2,30,39,14,0.00062222222
abe 20250409,g2,30,41,9,0.0004
abe 20250409,g2,30,42,20,0.00088888889
abe 20250409,g2,30,43,10,0.00044444444
abe 20250409,g2,30,50,15,0.00066666667
abe 20250409,g2,30,55,42,0.0018666667
abe 20250409,g2,30,58,2,8.8888889e-05
abe 20250409,g2,30,59,3,0.00013333333
abe 20250409,g2,30,74,5,0.00022222222
abe 20250409,g2,30,76,18,0.0008
abe 20250409,g2,30,77,6,0.00026666667
abe 20250409,g2,30,79,15,0.00066666667
abe 20250409,g2,30,85,25,0.0011111111
abe 20250409,g2,30,93,18,0.0008
abe 20250409,g2,30,95,72,0.0032
abe 20250409,g2,30,101,5,0.00022222222
abe 20250409,g2,30,112,2,8.8888889e-05
abe 20250409,g2,30,113,2,8.8888889e-05
abe 20250409,g2,30,116,22,0.00097777778
abe 20250409,g2,30,124,21,0.00093333333
abe 20250409,g2,30,129,7,0.00031111111
abe 20250409,g2,30,130,18,0.0008
abe 20250409,g2,30,136,12,0.00053333333
abe 20250409,g2,30,138,6,0.00026666667
abe 20250409,g2,30,142,17,0.00075555556
abe 20250409,g2,30,143,8,0.00035555556
abe 20250409,g2,30,152,2,8.8888889e-05
abe 20250409,g2,30,153,12,0.00053333333
abe 20250409,g2,30,155,2,8.8888889e-05
abe 20250409,g2,30,167,1,4.4444444e-05
abe 20250409,g2,30,169,3,0.00013333333
abe 20250409,g2,30,173,6,0.00026666667
abe 20250409,g2,30,176,23,0.0010222222
abe 20250409,g2,30,183,3,0.00013333333
abe 20250409,g2,30,190,1,4.4444444e-05
abe 20250409,g2,30,192,1,4.4444444e-05
abe 20250409,g2,30,194,9,0.0004
abe 20250409,g2,30,197,62,0.0027555556
abe 20250409,g2,30,208,4,0.00017777778
abe 20250409,g2,30,227,3,0.00013333333
abe 20250409,g2,30,236,3,0.00013333333
abe 20250409,g2,30,243,14,0.00062222222
abe 20250409,g2,30,245,5,0.00022222222
abe 20250409,g2,30,249,24,0.0010666667
abe 20250409,g2,30,252,1,4.4444444e-05
abe 20250409,g2,30,258,25,0.0011111111
abe 20250409,g2,30,261,39,0.0017333333
abe 20250409,g2,30,262,1,4.4444444e-05
abe 20250409,g2,30,265,9,0.0004
abe 20250409,g2,30,275,10,0.00044444444
abe 20250409,g2,30,280,2,8.8888889e-05
abe 20250409,g2,30,283,1,4.4444444e-05
abe 20250409,g2,30,296,6,0.00026666667
abe 20250409,g2,30,297,4,0.00017777778
abe 20250409,g2,30,298,25,0.0011111111
abe 20250409,g1,50,1,47,0.0020888889
abe 20250409,g1,50,2,146,0.0064888889
abe 20250409,g1,50,3,5,0.00022222222
abe 20250409,g1,50,6,3,0.00013333333
abe 20250409,g1,50,10,19,0.00084444444
abe 20250409,g1,50,13,1,4.4444444e-05
abe 20250409,g1,50,14,1,4.4444444e-05
abe 20250409,g1,50,17,2,8.8888889e-05
abe 20250409,g1,50,19,6,0.00026666667
abe 20250409,g1,50,24,34,0.0015111111
abe 20250409,g1,50,27,1,4.4444444e-05
abe 20250409,g1,50,28,2,8.8888889e-05
abe 20250409,g1,50,34,30,0.0013333333
abe 20250409,g1,50,35,2,8.8888889e-05
abe 20250409,g1,50,39,16,0.00071111111
abe 20250409,g1,50,40,58,0.0025777778
abe 20250409,g1,50,41,41,0.0018222222
abe 20250409,g1,50,42,5,0.00022222222
abe 20250409,g1,50,49,7,0.00031111111
abe 20250409,g1,50,50,8,0.00035555556
abe 20250409,g1,50,51,3,0.00013333333
abe 20250409,g1,50,55,5,0.00022222222
abe 20250409,g1,50,58,3,0.00013333333
abe 20250409,g1,50,59,5,0.00022222222
abe 20250409,g1,50,60,6,0.00026666667
abe 20250409,g1,50,61,2,8.8888889e-05
abe 20250409,g1,50,64,4,0.00017777778
abe 20250409,g1,50,65,12,0.00053333333
abe 20250409,g1,50,66,14,0.00062222222
abe 20250409,g1,50,69,3,0.00013333333
abe 20250409,g1,50,70,7,0.00031111111
abe 20250409,g1,50,71,7,0.00031111111
abe 20250409,g1,50,73,4,0.00017777778
abe 20250409,g1,50,76,2,8.8888889e-05
abe 20250409,g1,50,81,17,0.00075555556
abe 20250409,g1,50,82,16,0.00071111111
abe 20250409,g1,50,85,8,0.00035555556
abe 20250409,g1,50,87,10,0.00044444444
abe 20250409,g1,50,88,20,0.00088888889
abe 20250409,g1,50,90,16,0.00071111111
abe 20250409,g1,50,94,3,0.00013333333
abe 20250409,g1,50,99,3,0.00013333333
abe 20250409,g1,50,100,2,8.8888889e-05
abe 20250409,g1,50,103,5,0.00022222222
abe 20250409,g1,50,107,13,0.00057777778
abe 20250409,g1,50,110,8,0.00035555556
abe 20250409,g1,50,117,2,8.8888889e-05
abe 20250409,g1,50,120,6,0.00026666667
abe 20250409,g1,50,127,3,0.00013333333
abe 20250409,g1,50,141,4,0.00017777778
abe 20250409,g1,50,149,14,0.00062222222
abe 20250409,g1,50,154,1,4.4444444e-05
abe 20250409,g1,50,166,14,0.00062222222
abe 20250409,g1,50,171,1,4.4444444e-05
abe 20250409,g1,50,175,5,0.00022222222
abe 20250409,g1,50,177,8,0.00035555556
abe 20250409,g1,50,182,5,0.00022222222
abe 20250409,g1,50,187,5,0.00022222222
abe 20250409,g1,50,205,1,4.4444444e-05
abe 20250409,g1,50,208,9,0.0004
abe 20250409,g1,50,209,5,0.00022222222
abe 20250409,g1,50,211,21,0.00093333333
abe 20250409,g1,50,216,1,4.4444444e-05
abe 20250409,g1,50,217,1,4.4444444e-05
abe 20250409,g1,50,219,26,0.0011555556
abe 20250409,g1,50,224,53,0.0023555556
abe 20250409,g1,50,228,18,0.0008
abe 20250409,g1,50,234,3,0.00013333333
abe 20250409,g1,50,235,2,8.8888889e-05
abe 20250409,g1,50,243,5,0.00022222222
abe 20250409,g1,50,252,5,0.00022222222
abe 20250409,g1,50,259,7,0.00031111111
abe 20250409,g1,50,268,1,4.4444444e-05
abe 20250409,g1,50,273,3,0.00013333333
abe 20250409,g1,50,278,1,4.4444444e-05
abe 20250409,g1,50,279,15,0.00066666667
abe 20250409,g1,50,285,1,4.4444444e-05
abe 20250409,g1,50,286,4,0.00017777778
abe 20250409,g1,50,293,6,0.00026666667
abe 20250409,g1,50,296,4,0.00017777778
abe 20250409,g1,50,297,4,0.00017777778
abe 20250409,g1,50,298,3,0.00013333333
abe 20250409,g1,50,306,2,8.8888889e-05
abe 20250409,g1,50,318,3,0.00013333333
abe 20250409,g1,50,324,4,0.00017777778
abe 20250409,g1,50,333,5,0.00022222222
abe 20250409,g1,50,338,3,0.00013333333
abe 20250409,g1,50,342,1,4.4444444e-05
abe 20250409,g1,50,348,6,0.00026666667
abe 20250409,g1,50,356,5,0.00022222222
abe 20250409,g1,50,357,1,4.4444444e-05
abe 20250409,g1,50,358,16,0.00071111111
abe 20250409,g1,50,359,17,0.00075555556
abe 20250409,g1,50,364,3,0.00013333333
abe 20250409,g1,50,365,1,4.4444444e-05
abe 20250409,g1,50,366,14,0.00062222222
abe 20250409,g1,50,369,1,4.4444444e-05
abe 20250409,g1,50,370,2,8.8888889e-05
abe 20250409,g1,50,373,3,0.00013333333
abe 20250409,g1,50,374,8,0.00035555556
abe 20250409,g1,50,381,1,4.4444444e-05
abe 20250409,g1,50,385,5,0.00022222222
abe 20250409,g1,50,388,2,8.8888889e-05
abe 20250409,g1,50,391,8,0.00035555556
abe 20250409,g1,50,405,1,4.4444444e-05
abe 20250409,g1,50,412,4,0.00017777778
abe 20250409,g1,50,415,2,8.8888889e-05
abe 20250409,g1,50,418,4,0.00017777778
abe 20250409,g1,50,419,7,0.00031111111
abe 20250409,g1,50,425,2,8.8888889e-05
abe 20250409,g1,50,434,5,0.00022222222
abe 20250409,g1,50,442,2,8.8888889e-05
abe 20250409,g1,50,446,4,0.00017777778
abe 20250409,g1,50,449,6,0.00026666667
abe 20250409,g1,50,451,2,8.8888889e-05
abe 20250409,g1,50,455,2,8.8888889e-05
abe 20250409,g1,50,459,1,4.4444444e-05
abe 20250409,g1,50,461,19,0.00084444444
abe 20250409,g1,50,463,5,0.00022222222
abe 20250409,g1,50,484,8,0.00035555556
abe 20250409,g1,50,487,4,0.00017777778
abe 20250409,g1,50,490,3,0.00013333333
abe 20250409,g1,50,493,2,8.8888889e-05
abe 20250409,g1,50,509,2,8.8888889e-05
abe 20250409,g1,50,518,19,0.00084444444
abe 20250409,g1,50,519,2,8.8888889e-05
abe 20250409,g1,50,525,23,0.0010222222
abe 20250409,g1,50,527,12,0.00053333333
abe 20250409,g1,50,529,1,4.4444444e-05
abe 20250409,g2,50,1,3,0.00013333333
abe 20250409,g2,50,2,23,0.0010222222
abe 20250409,g2,50,4,27,0.0012
abe 20250409,g2,50,9,10,0.00044444444
abe 20250409,g2,50,11,2,8.8888889e-05
abe 20250409,g2,50,12,16,0.00071111111
abe 20250409,g2,50,14,9,0.0004
abe 20250409,g2,50,15,44,0.0019555556
abe 20250409,g2,50,19,4,0.00017777778
abe 20250409,g2,50,21,3,0.00013333333
abe 20250409,g2,50,22,13,0.00057777778
abe 20250409,g2,50,23,5,0.00022222222
abe 20250409,g2,50,25,1,4.4444444e-05
abe 20250409,g2,50,27,3,0.00013333333
abe 20250409,g2,50,28,68,0.0030222222
abe 20250409,g2,50,29,5,0.00022222222
abe 20250409,g2,50,30,2,8.8888889e-05
abe 20250409,g2,50,31,1,4.4444444e-05
abe 20250409,g2,50,32,11,0.00048888889
abe 20250409,g2,50,33,16,0.00071111111
abe 20250409,g2,50,34,29,0.0012888889
abe 20250409,g2,50,37,7,0.00031111111
abe 20250409,g2,50,39,9,0.0004
abe 20250409,g2,50,43,3,0.00013333333
abe 20250409,g2,50,44,17,0.00075555556
abe 20250409,g2,50,46,9,0.0004
abe 20250409,g2,50,48,11,0.00048888889
abe 20250409,g2,50,51,1,4.4444444e-05
abe 20250409,g2,50,54,16,0.00071111111
abe 20250409,g2,50,59,5,0.00022222222
abe 20250409,g2,50,62,8,0.00035555556
abe 20250409,g2,50,63,47,0.0020888889
abe 20250409,g2,50,66,2,8.8888889e-05
abe 20250409,g2,50,67,6,0.00026666667
abe 20250409,g2,50,81,5,0.00022222222
abe 20250409,g2,50,83,18,0.0008
abe 20250409,g2,50,84,7,0.00031111111
abe 20250409,g2,50,86,15,0.00066666667
abe 20250409,g2,50,87,4,0.00017777778
abe 20250409,g2,50,91,1,4.4444444e-05
abe 20250409,g2,50,94,28,0.0012444444
abe 20250409,g2,50,100,5,0.00022222222
abe 20250409,g2,50,102,8,0.00035555556
abe 20250409,g2,50,103,114,0.0050666667
abe 20250409,g2,50,105,6,0.00026666667
abe 20250409,g2,50,110,5,0.00022222222
abe 20250409,g2,50,121,37,0.0016444444
abe 20250409,g2,50,122,3,0.00013333333
abe 20250409,g2,50,130,27,0.0012
abe 20250409,g2,50,133,7,0.00031111111
abe 20250409,g2,50,134,11,0.00048888889
abe 20250409,g2,50,138,7,0.00031111111
abe 20250409,g2,50,139,24,0.0010666667
abe 20250409,g2,50,141,6,0.00026666667
abe 20250409,g2,50,142,16,0.00071111111
abe 20250409,g2,50,144,2,8.8888889e-05
abe 20250409,g2,50,148,12,0.00053333333
abe 20250409,g2,50,150,7,0.00031111111
abe 20250409,g2,50,153,28,0.0012444444
abe 20250409,g2,50,160,3,0.00013333333
abe 20250409,g2,50,161,2,8.8888889e-05
abe 20250409,g2,50,162,1,4.4444444e-05
abe 20250409,g2,50,163,23,0.0010222222
abe 20250409,g2,50,165,4,0.00017777778
abe 20250409,g2,50,169,12,0.00053333333
abe 20250409,g2,50,174,2,8.8888889e-05
abe 20250409,g2,50,175,5,0.00022222222
abe 20250409,g2,50,179,7,0.00031111111
abe 20250409,g2,50,183,8,0.00035555556
abe 20250409,g2,50,184,11,0.00048888889
abe 20250409,g2,50,186,24,0.0010666667
abe 20250409,g2,50,199,1,4.4444444e-05
abe 20250409,g2,50,208,2,8.8888889e-05
abe 20250409,g2,50,210,1,4.4444444e-05
abe 20250409,g2,50,215,12,0.00053333333
abe 20250409,g2,50,218,2,8.8888889e-05
abe 20250409,g2,50,220,4,0.00017777778
abe 20250409,g2,50,228,3,0.00013333333
abe 20250409,g2,50,230,8,0.00035555556
abe 20250409,g2,50,231,2,8.8888889e-05
abe 20250409,g2,50,236,3,0.00013333333
abe 20250409,g2,50,238,3,0.00013333333
abe 20250409,g2,50,240,8,0.00035555556
abe 20250409,g2,50,245,10,0.00044444444
abe 20250409,g2,50,252,2,8.8888889e-05
abe 20250409,g2,50,259,2,8.8888889e-05
abe 20250409,g2,50,260,5,0.00022222222
abe 20250409,g2,50,261,8,0.00035555556
abe 20250409,g2,50,264,2,8.8888889e-05
abe 20250409,g2,50,268,31,0.0013777778
abe 20250409,g2,50,269,19,0.00084444444
abe 20250409,g2,50,270,2,8.8888889e-05
abe 20250409,g2,50,272,44,0.0019555556
abe 20250409,g2,50,274,5,0.00022222222
abe 20250409,g2,50,276,9,0.0004
abe 20250409,g2,50,281,6,0.00026666667
abe 20250409,g2,50,282,9,0.0004
abe 20250409,g2,50,287,19,0.00084444444
abe 20250409,g2,50,289,11,0.00048888889
abe 20250409,g2,50,294,5,0.00022222222
abe 20250409,g2,50,296,17,0.00075555556
abe 20250409,g2,50,297,1,4.4444444e-05
abe 20250409,g2,50,311,2,8.8888889e-05
abe 20250409,g2,50,312,1,4.4444444e-05
abe 20260225,g1,5,14,2,8.8888889e-05
abe 20260225,g1,5,17,2,8.8888889e-05
abe 20260225,g1,5,23,1,4.4444444e-05
abe 20260225,g1,5,26,1,4.4444444e-05
abe 20260225,g1,5,27,1,4.4444444e-05
abe 20260225,g1,5,31,3,0.00013333333
abe 20260225,g1,5,37,1,4.4444444e-05
abe 20260225,g1,5,52,4,0.00017777778
abe 20260225,g1,5,78,1,4.4444444e-05
abe 20260225,g1,5,84,1,4.4444444e-05
abe 20260225,g1,5,130,1,4.4444444e-05
abe 20260225,g1,5,131,1,4.4444444e-05
abe 20260225,g1,5,134,1,4.4444444e-05
abe 20260225,g1,5,136,1,4.4444444e-05
abe 20260225,g1,5,139,4,0.00017777778
abe 20260225,g1,5,149,4,0.00017777778
abe 20260225,g1,5,150,2,8.8888889e-05
abe 20260225,g1,5,154,1,4.4444444e-05
abe 20260225,g1,5,167,1,4.4444444e-05
abe 20260225,g1,5,179,2,8.8888889e-05
abe 20260225,g1,5,184,1,4.4444444e-05
abe 20260225,g1,5,185,1,4.4444444e-05
abe 20260225,g1,5,186,1,4.4444444e-05
abe 20260225,g1,5,188,5,0.00022222222
abe 20260225,g1,5,194,3,0.00013333333
abe 20260225,g1,5,199,3,0.00013333333
abe 20260225,g1,5,200,1,4.4444444e-05
abe 20260225,g1,5,208,1,4.4444444e-05
abe 20260225,g1,5,209,2,8.8888889e-05
abe 20260225,g1,5,229,3,0.00013333333
abe 20260225,g1,5,247,3,0.00013333333
abe 20260225,g1,5,257,2,8.8888889e-05
abe 20260225,g1,5,292,2,8.8888889e-05
abe 20260225,g1,5,303,1,4.4444444e-05
abe 20260225,g1,5,305,1,4.4444444e-05
abe 20260225,g1,5,311,1,4.4444444e-05
abe 20260225,g1,5,315,2,8.8888889e-05
abe 20260225,g1,5,317,1,4.4444444e-05
abe 20260225,g1,5,321,1,4.4444444e-05
abe 20260225,g1,5,339,1,4.4444444e-05
abe 20260225,g1,5,345,2,8.8888889e-05
abe 20260225,g1,5,346,1,4.4444444e-05
abe 20260225,g1,5,348,1,4.4444444e-05
abe 20260225,g1,5,373,1,4.4444444e-05
abe 20260225,g1,5,381,2,8.8888889e-05
abe 20260225,g1,5,392,1,4.4444444e-05
abe 20260225,g1,5,396,1,4.4444444e-05
abe 20260225,g1,5,398,1,4.4444444e-05
abe 20260225,g1,5,412,1,4.4444444e-05
abe 20260225,g1,5,423,2,8.8888889e-05
abe 20260225,g1,5,430,1,4.4444444e-05
abe 20260225,g1,5,465,2,8.8888889e-05
abe 20260225,g1,5,474,2,8.8888889e-05
abe 20260225,g1,5,506,1,4.4444444e-05
abe 20260225,g1,5,531,1,4.4444444e-05
abe 20260225,g1,5,534,2,8.8888889e-05
abe 20260225,g1,5,540,2,8.8888889e-05
abe 20260225,g2,5,1,3,0.00013333333
abe 20260225,g2,5,4,5,0.00022222222
abe 20260225,g2,5,8,3,0.00013333333
abe 20260225,g2,5,12,4,0.00017777778
abe 20260225,g2,5,13,3,0.00013333333
abe 20260225,g2,5,15,8,0.00035555556
abe 20260225,g2,5,17,3,0.00013333333
abe 20260225,g2,5,18,2,8.8888889e-05
abe 20260225,g2,5,19,2,8.8888889e-05
abe 20260225,g2,5,21,3,0.00013333333
abe 20260225,g2,5,24,2,8.8888889e-05
abe 20260225,g2,5,33,1,4.4444444e-05
abe 20260225,g2,5,34,1,4.4444444e-05
abe 20260225,g2,5,42,1,4.4444444e-05
abe 20260225,g2,5,46,1,4.4444444e-05
abe 20260225,g2,5,48,2,8.8888889e-05
abe 20260225,g2,5,49,1,4.4444444e-05
abe 20260225,g2,5,58,3,0.00013333333
abe 20260225,g2,5,60,2,8.8888889e-05
abe 20260225,g2,5,61,3,0.00013333333
abe 20260225,g2,5,63,1,4.4444444e-05
abe 20260225,g2,5,64,3,0.00013333333
abe 20260225,g2,5,66,1,4.4444444e-05
abe 20260225,g2,5,74,1,4.4444444e-05
abe 20260225,g2,5,86,3,0.00013333333
abe 20260225,g2,5,90,4,0.00017777778
abe 20260225,g2,5,97,2,8.8888889e-05
abe 20260225,g2,5,103,2,8.8888889e-05
abe 20260225,g2,5,104,3,0.00013333333
abe 20260225,g2,5,106,1,4.4444444e-05
abe 20260225,g2,5,111,1,4.4444444e-05
abe 20260225,g2,5,112,1,4.4444444e-05
abe 20260225,g2,5,113,1,4.4444444e-05
abe 20260225,g2,5,125,2,8.8888889e-05
abe 20260225,g2,5,126,1,4.4444444e-05
abe 20260225,g2,5,144,2,8.8888889e-05
abe 20260225,g2,5,154,3,0.00013333333
abe 20260225,g2,5,177,1,4.4444444e-05
abe 20260225,g2,5,193,2,8.8888889e-05
abe 20260225,g2,5,194,1,4.4444444e-05
abe 20260225,g2,5,221,1,4.4444444e-05
abe 20260225,g2,5,232,2,8.8888889e-05
abe 20260225,g2,5,245,1,4.4444444e-05
abe 20260225,g2,5,251,1,4.4444444e-05
abe 20260225,g2,5,253,1,4.4444444e-05
abe 20260225,g2,5,255,2,8.8888889e-05
abe 20260225,g2,5,256,3,0.00013333333
abe 20260225,g2,5,268,1,4.4444444e-05
abe 20260225,g2,5,285,2,8.8888889e-05
abe 20260225,g2,5,292,1,4.4444444e-05
abe 20260225,g2,5,299,1,4.4444444e-05
abe 20260225,g2,5,306,2,8.8888889e-05
abe 20260225,g2,5,315,2,8.8888889e-05
abe 20260225,g2,5,321,3,0.00013333333
abe 20260225,g2,5,348,2,8.8888889e-05
abe 20260225,g2,5,352,1,4.4444444e-05
abe 20260225,g2,5,367,2,8.8888889e-05
abe 20260225,g2,5,376,2,8.8888889e-05
abe 20260225,g2,5,383,2,8.8888889e-05
abe 20260225,g1,10,10,2,8.8888889e-05
abe 20260225,g1,10,11,4,0.00017777778
abe 20260225,g1,10,17,5,0.00022222222
abe 20260225,g1,10,21,6,0.00026666667
abe 20260225,g1,10,24,16,0.00071111111
abe 20260225,g1,10,25,5,0.00022222222
abe 20260225,g1,10,27,16,0.00071111111
abe 20260225,g1,10,28,4,0.00017777778
abe 20260225,g1,10,35,2,8.8888889e-05
abe 20260225,g1,10,37,4,0.00017777778
abe 20260225,g1,10,46,6,0.00026666667
abe 20260225,g1,10,51,10,0.00044444444
abe 20260225,g1,10,55,2,8.8888889e-05
abe 20260225,g1,10,62,9,0.0004
abe 20260225,g1,10,64,3,0.00013333333
abe 20260225,g1,10,67,4,0.00017777778
abe 20260225,g1,10,68,4,0.00017777778
abe 20260225,g1,10,74,2,8.8888889e-05
abe 20260225,g1,10,77,4,0.00017777778
abe 20260225,g1,10,81,1,4.4444444e-05
abe 20260225,g1,10,86,3,0.00013333333
abe 20260225,g1,10,94,8,0.00035555556
abe 20260225,g1,10,100,5,0.00022222222
abe 20260225,g1,10,107,10,0.00044444444
abe 20260225,g1,10,113,4,0.00017777778
abe 20260225,g1,10,115,11,0.00048888889
abe 20260225,g1,10,116,1,4.4444444e-05
abe 20260225,g1,10,117,2,8.8888889e-05
abe 20260225,g1,10,122,2,8.8888889e-05
abe 20260225,g1,10,123,4,0.00017777778
abe 20260225,g1,10,131,7,0.00031111111
abe 20260225,g1,10,132,6,0.00026666667
abe 20260225,g1,10,136,1,4.4444444e-05
abe 20260225,g1,10,137,1,4.4444444e-05
abe 20260225,g1,10,140,6,0.00026666667
abe 20260225,g1,10,144,2,8.8888889e-05
abe 20260225,g1,10,145,4,0.00017777778
abe 20260225,g1,10,147,5,0.00022222222
abe 20260225,g1,10,153,9,0.0004
abe 20260225,g1,10,157,4,0.00017777778
abe 20260225,g1,10,160,4,0.00017777778
abe 20260225,g1,10,162,1,4.4444444e-05
abe 20260225,g1,10,166,3,0.00013333333
abe 20260225,g1,10,168,12,0.00053333333
abe 20260225,g1,10,170,1,4.4444444e-05
abe 20260225,g1,10,172,10,0.00044444444
abe 20260225,g1,10,175,7,0.00031111111
abe 20260225,g1,10,176,4,0.00017777778
abe 20260225,g1,10,177,13,0.00057777778
abe 20260225,g1,10,178,8,0.00035555556
abe 20260225,g1,10,179,2,8.8888889e-05
abe 20260225,g1,10,180,18,0.0008
abe 20260225,g1,10,187,1,4.4444444e-05
abe 20260225,g1,10,188,6,0.00026666667
abe 20260225,g1,10,191,4,0.00017777778
abe 20260225,g1,10,201,6,0.00026666667
abe 20260225,g1,10,220,9,0.0004
abe 20260225,g1,10,221,3,0.00013333333
abe 20260225,g1,10,233,5,0.00022222222
abe 20260225,g1,10,235,1,4.4444444e-05
abe 20260225,g1,10,280,7,0.00031111111
abe 20260225,g1,10,282,2,8.8888889e-05
abe 20260225,g1,10,289,3,0.00013333333
abe 20260225,g1,10,292,4,0.00017777778
abe 20260225,g1,10,297,1,4.4444444e-05
abe 20260225,g1,10,315,1,4.4444444e-05
abe 20260225,g1,10,316,16,0.00071111111
abe 20260225,g1,10,319,6,0.00026666667
abe 20260225,g1,10,325,1,4.4444444e-05
abe 20260225,g1,10,334,1,4.4444444e-05
abe 20260225,g1,10,336,1,4.4444444e-05
abe 20260225,g1,10,337,1,4.4444444e-05
abe 20260225,g1,10,345,2,8.8888889e-05
abe 20260225,g1,10,347,1,4.4444444e-05
abe 20260225,g1,10,349,2,8.8888889e-05
abe 20260225,g1,10,354,5,0.00022222222
abe 20260225,g1,10,356,11,0.00048888889
abe 20260225,g1,10,357,1,4.4444444e-05
abe 20260225,g1,10,358,5,0.00022222222
abe 20260225,g1,10,362,7,0.00031111111
abe 20260225,g1,10,363,5,0.00022222222
abe 20260225,g1,10,365,3,0.00013333333
abe 20260225,g1,10,370,6,0.00026666667
abe 20260225,g1,10,372,1,4.4444444e-05
abe 20260225,g1,10,373,1,4.4444444e-05
abe 20260225,g1,10,381,7,0.00031111111
abe 20260225,g1,10,385,3,0.00013333333
abe 20260225,g1,10,389,8,0.00035555556
abe 20260225,g1,10,394,3,0.00013333333
abe 20260225,g1,10,395,5,0.00022222222
abe 20260225,g1,10,401,1,4.4444444e-05
abe 20260225,g1,10,402,4,0.00017777778
abe 20260225,g1,10,414,5,0.00022222222
abe 20260225,g1,10,415,2,8.8888889e-05
abe 20260225,g1,10,447,3,0.00013333333
abe 20260225,g1,10,448,8,0.00035555556
abe 20260225,g1,10,480,6,0.00026666667
abe 20260225,g1,10,503,1,4.4444444e-05
abe 20260225,g1,10,508,12,0.00053333333
abe 20260225,g1,10,509,6,0.00026666667
abe 20260225,g1,10,513,5,0.00022222222
abe 20260225,g2,10,1,11,0.00048888889
abe 20260225,g2,10,2,3,0.00013333333
abe 20260225,g2,10,4,12,0.00053333333
abe 20260225,g2,10,7,11,0.00048888889
abe 20260225,g2,10,10,2,8.8888889e-05
abe 20260225,g2,10,11,13,0.00057777778
abe 20260225,g2,10,12,4,0.00017777778
abe 20260225,g2,10,13,7,0.00031111111
abe 20260225,g2,10,14,3,0.00013333333
abe 20260225,g2,10,17,12,0.00053333333
abe 20260225,g2,10,18,21,0.00093333333
abe 20260225,g2,10,19,5,0.00022222222
abe 20260225,g2,10,20,11,0.00048888889
abe 20260225,g2,10,21,18,0.0008
abe 20260225,g2,10,23,10,0.00044444444
abe 20260225,g2,10,25,6,0.00026666667
abe 20260225,g2,10,29,10,0.00044444444
abe 20260225,g2,10,42,16,0.00071111111
abe 20260225,g2,10,43,10,0.00044444444
abe 20260225,g2,10,45,23,0.0010222222
abe 20260225,g2,10,47,11,0.00048888889
abe 20260225,g2,10,49,6,0.00026666667
abe 20260225,g2,10,50,25,0.0011111111
abe 20260225,g2,10,51,21,0.00093333333
abe 20260225,g2,10,59,4,0.00017777778
abe 20260225,g2,10,60,5,0.00022222222
abe 20260225,g2,10,61,4,0.00017777778
abe 20260225,g2,10,62,8,0.00035555556
abe 20260225,g2,10,68,1,4.4444444e-05
abe 20260225,g2,10,81,4,0.00017777778
abe 20260225,g2,10,82,14,0.00062222222
abe 20260225,g2,10,94,4,0.00017777778
abe 20260225,g2,10,96,13,0.00057777778
abe 20260225,g2,10,99,4,0.00017777778
abe 20260225,g2,10,121,5,0.00022222222
abe 20260225,g2,10,134,10,0.00044444444
abe 20260225,g2,10,148,15,0.00066666667
abe 20260225,g2,10,164,7,0.00031111111
abe 20260225,g2,10,171,10,0.00044444444
abe 20260225,g2,10,180,5,0.00022222222
abe 20260225,g2,10,181,6,0.00026666667
abe 20260225,g2,10,184,3,0.00013333333
abe 20260225,g2,10,188,6,0.00026666667
abe 20260225,g2,10,193,9,0.0004
abe 20260225,g2,10,199,4,0.00017777778
abe 20260225,g2,10,201,18,0.0008
abe 20260225,g2,10,204,11,0.00048888889
abe 20260225,g2,10,209,3,0.00013333333
abe 20260225,g2,10,210,6,0.00026666667
abe 20260225,g2,10,215,12,0.00053333333
abe 20260225,g2,10,241,5,0.00022222222
abe 20260225,g2,10,242,7,0.00031111111
abe 20260225,g2,10,247,8,0.00035555556
abe 20260225,g2,10,250,6,0.00026666667
abe 20260225,g2,10,251,12,0.00053333333
abe 20260225,g2,10,256,4,0.00017777778
abe 20260225,g2,10,257,8,0.00035555556
abe 20260225,g2,10,259,5,0.00022222222
abe 20260225,g2,10,281,10,0.00044444444
abe 20260225,g1,20,10,3,0.00013333333
abe 20260225,g1,20,11,8,0.00035555556
